123,1,29/01/2022 10:14:50,01/01/0001 0:00:00
123,2,29/01/2022 14:12:16,01/01/0001 0:00:00
123,3,29/01/2022 14:13:12,01/01/0001 0:00:00
123,4,29/01/2022 14:39:00,01/01/0001 0:00:00
123,5,29/01/2022 14:42:36,01/01/0001 0:00:00
123,6,29/01/2022 15:13:53,01/01/0001 0:00:00
123,7,29/01/2022 16:28:12,01/01/0001 0:00:00
123,8,29/01/2022 16:28:49,01/01/0001 0:00:00
123,9,29/01/2022 16:29:56,01/01/0001 0:00:00
123,10,29/01/2022 16:49:32,01/01/0001 0:00:00
123,11,29/01/2022 16:51:24,01/01/0001 0:00:00
123,12,29/01/2022 16:51:36,01/01/0001 0:00:00
123,13,29/01/2022 16:52:46,01/01/0001 0:00:00
123,14,29/01/2022 16:53:34,01/01/0001 0:00:00
123,15,29/01/2022 16:54:34,01/01/0001 0:00:00
123,16,29/01/2022 16:58:37,01/01/0001 0:00:00
123,17,29/01/2022 17:00:49,01/01/0001 0:00:00
123,18,29/01/2022 17:01:57,01/01/0001 0:00:00
123,19,29/01/2022 17:12:56,01/01/0001 0:00:00
123,20,29/01/2022 18:18:00,01/01/0001 0:00:00
123,21,29/01/2022 18:18:06,01/01/0001 0:00:00
123,22,29/01/2022 18:23:28,01/01/0001 0:00:00
123,23,01/02/2022 16:19:31,01/01/0001 0:00:00
123,24,01/02/2022 16:20:27,01/01/0001 0:00:00
123,25,01/02/2022 16:21:33,01/01/0001 0:00:00
123,26,01/02/2022 16:23:06,01/01/0001 0:00:00
123,27,01/02/2022 16:25:28,01/01/0001 0:00:00
123,28,01/02/2022 16:27:16,01/01/0001 0:00:00
123,29,01/02/2022 16:30:26,01/01/0001 0:00:00
123,30,01/02/2022 16:35:15,01/01/0001 0:00:00
123,31,01/02/2022 16:50:16,01/01/0001 0:00:00
123,32,01/02/2022 16:53:28,01/01/0001 0:00:00
123,33,01/02/2022 17:19:42,01/01/0001 0:00:00
123,34,01/02/2022 17:28:23,01/01/0001 0:00:00
123,35,01/02/2022 17:34:27,01/01/0001 0:00:00
123,36,01/02/2022 17:35:47,01/01/0001 0:00:00
123,37,01/02/2022 17:37:30,01/01/0001 0:00:00
123,38,01/02/2022 17:47:26,01/01/0001 0:00:00
123,39,01/02/2022 17:50:47,01/01/0001 0:00:00
123,40,01/02/2022 18:01:08,01/01/0001 0:00:00
123,41,01/02/2022 18:13:44,01/01/0001 0:00:00
123,42,01/02/2022 18:14:39,01/01/0001 0:00:00
123,43,01/02/2022 18:14:59,01/01/0001 0:00:00
123,44,01/02/2022 20:51:41,01/01/0001 0:00:00
123,45,01/02/2022 20:54:23,01/01/0001 0:00:00
123,46,02/02/2022 9:38:51,01/01/0001 0:00:00
123,47,02/02/2022 9:45:54,01/01/0001 0:00:00
123,48,02/02/2022 11:03:13,01/01/0001 0:00:00
123,49,02/02/2022 11:07:03,01/01/0001 0:00:00
123,50,02/02/2022 11:09:39,01/01/0001 0:00:00
123,51,02/02/2022 11:10:17,01/01/0001 0:00:00
123,52,02/02/2022 11:19:08,01/01/0001 0:00:00
123,53,02/02/2022 11:21:18,01/01/0001 0:00:00
123,54,02/02/2022 11:55:27,01/01/0001 0:00:00
123,55,02/02/2022 11:58:53,01/01/0001 0:00:00
123,56,02/02/2022 12:05:36,01/01/0001 0:00:00
123,57,02/02/2022 14:18:58,01/01/0001 0:00:00
123,58,02/02/2022 14:42:35,01/01/0001 0:00:00
123,59,02/02/2022 14:52:35,01/01/0001 0:00:00
123,60,02/02/2022 14:55:44,01/01/0001 0:00:00
123,61,02/02/2022 14:56:18,01/01/0001 0:00:00
123,62,02/02/2022 17:01:59,01/01/0001 0:00:00
123,63,04/02/2022 15:06:09,01/01/0001 0:00:00
123,64,05/02/2022 13:10:22,01/01/0001 0:00:00
123,65,05/02/2022 13:29:00,01/01/0001 0:00:00
